state,fy_declared,incident_type
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
NV,2010,Fire
ME,2010,Severe Storm
ME,2010,Severe Storm
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MN,2010,Tornado
MT,2010,Severe Storm
MT,2010,Severe Storm
MT,2010,Severe Storm
WY,2010,Flood
WY,2010,Flood
WY,2010,Flood
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
NE,2010,Severe Storm
WA,2010,Fire
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
KY,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
OK,2010,Severe Storm
CA,2010,Fire
IA,2010,Severe Storm
IA,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
ID,2010,Severe Storm
CA,2010,Fire
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
IA,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
CA,2010,Fire
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
TX,2010,Hurricane
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
KS,2010,Severe Storm
WI,2010,Severe Storm
WI,2010,Severe Storm
WI,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
MO,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
IL,2010,Severe Storm
CA,2010,Fire
ID,2010,Fire
WA,2010,Fire
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
NC,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
MA,2010,Hurricane
CO,2010,Fire
CA,2010,Fire
CO,2010,Fire
NM,2010,Flood
NM,2010,Flood
NM,2010,Flood
NM,2010,Flood
NM,2010,Flood
NM,2010,Flood
NM,2010,Flood
CA,2010,Fire
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
TN,2010,Severe Storm
UT,2010,Fire
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
SD,2010,Severe Storm
VI,2010,Hurricane
VI,2010,Hurricane
VI,2010,Hurricane
AZ,2011,Severe Storm
AZ,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
MN,2011,Severe Storm
NY,2011,Tornado
NY,2011,Tornado
NY,2011,Tornado
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
NE,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
WI,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
PR,2011,Severe Storm
SD,2011,Severe Storm
SD,2011,Severe Storm
SD,2011,Severe Storm
SD,2011,Severe Storm
SD,2011,Severe Storm
VI,2011,Severe Storm
VI,2011,Severe Storm
VI,2011,Severe Storm
VI,2011,Severe Storm
AZ,2011,Severe Storm
VT,2011,Severe Storm
VT,2011,Severe Storm
VT,2011,Severe Storm
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
CA,2011,Flood
ME,2011,Severe Storm
ME,2011,Severe Storm
ME,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
OK,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
NJ,2011,Snowstorm
UT,2011,Flood
UT,2011,Flood
UT,2011,Flood
OR,2011,Severe Storm
OR,2011,Severe Storm
OR,2011,Severe Storm
OR,2011,Severe Storm
OR,2011,Severe Storm
OR,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
NY,2011,Severe Storm
VA,2011,Fire
VA,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
CT,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
MA,2011,Snowstorm
NM,2011,Fire
OK,2011,Fire
OK,2011,Fire
TX,2011,Fire
OK,2011,Fire
OK,2011,Fire
TX,2011,Fire
TX,2011,Fire
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
IL,2011,Snowstorm
CO,2011,Fire
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
MO,2011,Severe Storm
OK,2011,Fire
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
NM,2011,Severe Storm
GA,2011,Fire
GA,2011,Fire
OR,2011,Tsunami
OR,2011,Tsunami
OR,2011,Tsunami
WA,2011,Severe Storm
WA,2011,Severe Storm
WA,2011,Severe Storm
WA,2011,Severe Storm
WA,2011,Severe Storm
WA,2011,Severe Storm
WA,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TN,2011,Severe Storm
TX,2011,Fire
TX,2011,Fire
NM,2011,Fire
NM,2011,Fire
OK,2011,Fire
KS,2011,Fire
KS,2011,Fire
CO,2011,Fire
TX,2011,Fire
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
WI,2011,Snowstorm
OK,2011,Fire
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
ND,2011,Flood
HI,2011,Tsunami
HI,2011,Tsunami
HI,2011,Tsunami
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
OK,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
OK,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
TX,2011,Fire
NM,2011,Fire
NM,2011,Fire
TX,2011,Fire
CA,2011,Tsunami
CA,2011,Tsunami
CA,2011,Tsunami
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
NC,2011,Severe Storm
TX,2011,Fire
NE,2011,Fire
OK,2011,Severe Storm
OK,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
FL,2011,Fire
TX,2011,Fire
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
AL,2011,Severe Storm
