state,fy_declared,incident_type
NH,1996,Flood
MN,1996,Snowstorm
MN,1996,Snowstorm
MN,1996,Snowstorm
MN,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
SD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
MD,1996,Snowstorm
DC,1996,Severe Storm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
NY,1996,Snowstorm
DE,1996,Snowstorm
DE,1996,Snowstorm
DE,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
KY,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NJ,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
VA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
PA,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
WV,1996,Snowstorm
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
PA,1996,Flood
MD,1996,Flood
MD,1996,Flood
MD,1996,Flood
MD,1996,Flood
MD,1996,Flood
MD,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
NY,1996,Flood
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
CT,1996,Snowstorm
RI,1996,Snowstorm
RI,1996,Snowstorm
RI,1996,Snowstorm
RI,1996,Snowstorm
RI,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
MA,1996,Snowstorm
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
VA,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
OH,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
WA,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
OR,1996,Flood
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
ID,1996,Severe Storm
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
VT,1996,Flood
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
OK,1996,Fire
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
NC,1996,Snowstorm
OK,1996,Fire
OK,1996,Fire
TX,1996,Fire
OK,1996,Fire
OK,1996,Fire
OK,1996,Fire
OK,1996,Fire
OK,1996,Fire
OK,1996,Fire
OK,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
OK,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
OK,1996,Fire
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
TX,1996,Fire
TX,1996,Fire
OK,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
OR,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
AL,1996,Severe Storm
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
IN,1996,Flood
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
TX,1996,Fire
OK,1996,Fire
AR,1996,Severe Storm
AR,1996,Severe Storm
AR,1996,Severe Storm
AR,1996,Severe Storm
AR,1996,Severe Storm
AR,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
TX,1996,Fire
TX,1996,Fire
AZ,1996,Fire
NM,1996,Fire
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
IL,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
MT,1996,Severe Storm
CO,1996,Fire
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
ME,1996,Severe Storm
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
WV,1996,Flood
TX,1996,Fire
KY,1996,Severe Storm
KY,1996,Severe Storm
KY,1996,Severe Storm
KY,1996,Severe Storm
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
MN,1996,Flood
AK,1996,Fire
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
ND,1996,Severe Storm
